name,name_link,price,rating,rated_by,desc
"2000 Pavie","https://www.sokolin.com/2000-pavie","$695.00","96","DEC","A prodigious Petrus, this wine has that extra level of intensity and complexity that is monumental. The magic is clearly Petrus, and the 2000 will always be an interesting vintage to compare to another legend in the making, the 1998, or more recently"
"2000 Petrus","https://www.sokolin.com/2000-petrus","$8,090.00","94","RP","(Domaine Armand Rousseau, Gevrey-Chambertin, 1er Cru Clos-St-Jacques, Burgundy, France, Red) Medium-full colour. Rich, concentrated, high quality nose with a touch of new oak. Fullish body. Profound. Youthful. Excellent grip. Very impressive finish."
"2001 A Rousseau Gevrey Chambertin Clos St Jacques","https://www.sokolin.com/2001-a-rousseau-gevrey-chambertin-clos-st-jacques","$2,725.00","100","RP","I had not crossed paths with a bottle of 2001 Santo Stefano from Bruno Giacosa in at least five years, but, I was not surprised to see that this superb wine is still a solid decade away from blossoming. The still tight and promising nose offers up a"
"2001 Bruno Giacosa Barbaresco Santo Stefano","https://www.sokolin.com/2001-bruno-giacosa-barbaresco-santo-stefano","$370.00","100","RP","A prodigious offering, the 2001 Climens’ light medium bold color with a greenish hue is followed by ethereal aromas of tropical fruits (primarily pineapple), honeysuckle, and flowers. It is a medium-bodied wine of monumental richness, extraordinary p"
"2001 Climens","https://www.sokolin.com/2001-climens","$145.00","99","RP","There are 10,000 cases of this perfect sweet white Bordeaux. The 2001 Yquem reveals a hint of green in its light gold color. While somewhat reticent aromatically, with airing, it offers up honeyed tropical fruit, orange marmalade, pineapple, sweet cr"
"2001 d'Yquem","https://www.sokolin.com/2001-dyquem","$360.00","99","RP","The 2001 Chateauneuf du Pape Reserve des Deux Freres elicits “wows”. Aged 60% in neutral wood foudres and 40% in one, two, and three-year old Burgundy barrels, this 2001, which tips the scales at an awesome 16.2% natural alcohol, boasts an inky/purpl"
"2001 Pierre Usseglio CDP Deux Freres","https://www.sokolin.com/2001-pierre-usseglio-cdp-deux-freres","$275.00","100","WS","Meaning Ancestor, and named in honor of Thierry and Jean–Pierre Usseglio’s grandfather, the 2001 Domaine Pierre Usseglio & Fils Châteauneuf-du-Pape Cuvée de mon Aïeul, 100% Grenache that was aged all in concrete tank, is a benchmark Châteauneuf that"
"2001 Pierre Usseglio CDP Mon Aeiul","https://www.sokolin.com/2001-pierre-usseglio-cdp-mon-aeiul","$155.00","92-94","RP","This is a crazy wine! It’s sweet, but not sugary. Mushrooms, furniture wax, spices then dried oranges, lemons, pineapples, and just a hint of vanilla. Full-bodied, with great density and power, yet balanced and refined. So amazing, but give this five"
"2001 Rieussec","https://www.sokolin.com/2001-rieussec","$69.99","100","JG","(aged in 50% new oak) Full red-ruby. Nose initially dominated by smoked plum, roasted nuts and black cardamom, but showed strong black raspberry fruit with aeration. Huge and exotic on the palate, with intriguing notes of caramel and hoisin sauce to"
"2001 Tardieu Laurent CDP Vielle Vignes","https://www.sokolin.com/2001-tardieu-laurent-cdp-vielle-vignes","$89.95","100","JG","(Krug Brut Millésime (ID# 415064)) It is hard to believe that two and a half years have now passed since Champagne Krug unveiled its long-awaited 2002 Vintage Brut. I do not know if there have been different disgorgements of this bottling, but this o"
"2002 Krug","https://www.sokolin.com/2002-krug","$600.00","97","RP","(Krug “Clos du Mesnil” Blanc de Blancs Brut Millésime (Reims) ID #415068) I have been waiting the release of the 2002 Clos du Mesnil bottling from Krug since soon after the quality of this exceptional vintage was confirmed. Like all wines from the ho"
"2002 Krug Clos Du Mesnil","https://www.sokolin.com/2002-krug-clos-du-mesnil","$3,155.00","98","RP","The 2002 Richebourg Grand Cru must surely be Lalou Bize-Leroy’s finest wine of the vintage. It has more class than the 2002 Latricières-Chambertin--pure wild strawberry and black truffle on the nose that gathers momentum with each ticking hand of the"
"2002 Leroy Richebourg","https://www.sokolin.com/2002-leroy-richebourg","$19,730.00","99","JS","Unfortunately there is only one new release from Dom Perignon on the market, but what a wine it is! The 2002 Brut Rose explodes from the glass with endless layers of huge, voluptuous fruit, A big, full-bodied wine, the 2002 is probably the most overl"
"2002 Moet Chandon Dom Perignon Rose (Dark Jewel Metal Labels)","https://www.sokolin.com/2002-moet-chandon-dom-perignon-rose-dark-jewel-metal-labels","$749.00","100","RP","Unfortunately there is only one new release from Dom Perignon on the market, but what a wine it is! The 2002 Brut Rose explodes from the glass with endless layers of huge, voluptuous fruit, A big, full-bodied wine, the 2002 is probably the most overl"
"2002 Moet Chandon Dom Perignon Rose","https://www.sokolin.com/2002-moet-chandon-dom-perignon-rose","$549.00","100","RP","Amazing! The limestone soils of Ausone appear to have been the perfect foil for resisting the extreme heat and drought of June, July and August, 2003. This black/purple-colored effort boasts a glorious nose of violets, truffles, lead pencil shavings,"
"2003 Ausone","https://www.sokolin.com/2003-ausone","$955.00","100","RP","Light yellow. Powerful, complex bouquet evokes fresh peach, pear, floral honey, green almond and smoky minerals. Deep, palate-staining citrus and orchard fruit flavors show outstanding vivacity for a hot vintage, picking up ginger and talc notes with"
"2003 Krug","https://www.sokolin.com/2003-krug","$430.00","97","RP-HG","The 2003 Lafite Rothschild comes as close to perfection as any of the great Lafites made over the past three decades (1982, 1986, 1996, 2000, 2005, 2008, 2009 and 2010). This sensational effort came in at 12.7% natural alcohol, it is made in the styl"
"2003 Lafite Rothschild","https://www.sokolin.com/2003-lafite-rothschild","$2,199.00","96-98","RP","2003 was one of the hottest, earliest Bordeaux vintages ever. Some vines suffered from lack of moisture, but old vines and clay subsoil at Enclos saw this vineyard through. The Merlot harvest occurred between September 8 and 13, and the Cabernet Sauv"
"2003 Latour","https://www.sokolin.com/2003-latour","$1,060.00","100","RP","The 2003 Rayas Chateauneuf du Pape has gone from strength to strength and now looks to be the finest vintage since the monumental 1995. Deep ruby to the rim with that classic Rayas nose of flowers, kirsch liqueur, black raspberries, crushed rocks, an"
"2003 Rayas CDP","https://www.sokolin.com/2003-rayas-cdp","$2,690.00","97+","VM","Saturated ruby. Remarkably deep nose combines cherry, raspberry, licorice, smoked meat and mineral notes, all lifted by an intense floral quality. A stunning example of freshness and precision married to power, with deep cassis, bitter cherry and can"
"2004 Beaucastel CDP Hommage a Jacques Perrin","https://www.sokolin.com/2004-beaucastel-cdp-hommage-a-jacques-perrin","$445.00","95","RP","The 2004 Barolo Vigna Croera reveals pretty aromatics and notes of smoke, tar, roses, herbs and the small red fruits that are characteristic of the wines of La Morra. Made in a medium-bodied, delicate style it possesses a graceful, feminine personali"
"2004 Bruno Giacosa Barolo Vigna Croera","https://www.sokolin.com/2004-bruno-giacosa-barolo-vigna-croera","$300.00","98","VM","The 2004 Barolo Riserva Monfortino is drop-dead gorgeous. I have tasted the wine multiple times from barrel and three times from bottle and never been anything less than blown away. The 2004 is a subtle, layered Monfortino that captures the sheer ele"
"2004 Giacomo Conterno Barolo Monfortino Riserva","https://www.sokolin.com/2004-giacomo-conterno-barolo-monfortino-riserva","$4,099.00","100","RP","Combining subtleness with complexity, the coolish Krug 2004 Brut opens with a highly elegant, fascinatingly clear, bright and refreshing bouquet of ripe (apple) fruits. Dense and round, with a delicate mineral soul, the pure but perfectly balanced 20"
"2004 Krug","https://www.sokolin.com/2004-krug","$415.00","100","RP","The 2004 Dom Pérignon P2 is precise and wonderfully refined, just like the first release. There’s a hint of reduction from extended time on the cork as well as a feeling of effusiveness that is so appealing. Readers will find a super-classic DP. Drie"
"2004 Moet Chandon Dom Perignon Plentitude P2","https://www.sokolin.com/2004-moet-chandon-dom-perignon-plentitude-p2","$529.00","100","RP","The 2004 Brunello di Montalcino Riserva is another epic wine. It is remarkably textured and vivid for a young Soldera, with endless layers of fruit. The wine literally explodes on the palate with sweet hard candy, expressive red fruits, licorice, tob"
"2004 Soldera Brunello Di Montalcino Riserva","https://www.sokolin.com/2004-soldera-brunello-di-montalcino-riserva","$1,469.00","98","RP-NM","The 2005 Ausone is a perfect wine of the vintage. It displays crushed rock, spring flowers, blueberry and blackberry fruit, a full-bodied mouthfeel, stunning purity and richness, and perfect harmony among all of its component parts (acidity, tannin,"
"2005 Ausone","https://www.sokolin.com/2005-ausone","$1,535.00","100","RP","Made up of 90% Merlot and 10% Cabernet Franc, the opaque bluish/purple 2005 from Bellevue-Mondotte offers amazing chocolate espresso notes along with blueberry and blackberry liqueur, some incense and a hint of flowers. Full-bodied and staggeringly c"
"2005 Bellevue Mondotte","https://www.sokolin.com/2005-bellevue-mondotte","$1,949.00","100","RP","A magical showing, the 2005 Chateau Cheval Blanc is a powerful, deep, incredibly massive wine by this estate’s standards, yet it nevertheless never loses a sense of elegance, purity, and finesse. Bombastic notes of cassis, flowery incense, tobacco le"
"2005 Cheval Blanc","https://www.sokolin.com/2005-cheval-blanc","$1,295.00","100","RP","The 2005 Richebourg makes a strong argument that the answer to that question might be a resounding ‘yes!’ Huge beams of tannin are present but nearly covered by the sheer intensity the fruit. Black cherry, plum, mint, lavender and graphite give the 2"
"2005 DRC Richebourg","https://www.sokolin.com/2005-drc-richebourg","$7,580.00","100","RP","Doing everything right and one of the best young wines I’ve ever tasted, the 2005 E. Guigal Côte-Rôtie La Mouline offers extraordinarily complex and nuanced aromatics of smoked bacon, chocolate, toast, and hints of flowers that are integrated perfect"
"2005 Guigal Cote Rotie La Mouline","https://www.sokolin.com/2005-guigal-cote-rotie-la-mouline","$689.00","100","RP","This is a wine that makes you dream. The nose is packed with flowers, sweet tobacco, iodine, spices, raspberries, blackberries, and great freshness. The texture is perfection, pure silk and the fruit is wonderfully complex and subtle. Currants, fresh"
"2005 Haut Brion","https://www.sokolin.com/2005-haut-brion","$1,049.00","100","RP","Among the most saturated in color of all the 2005 Pomerols (which is saying something), this wine has a spectacular nose of licorice, mulberry, blackberry and sweet blue fruits. The new oak is completely hidden, the wine full-bodied, multi-layered an"
"2005 L'eglise Clinet","https://www.sokolin.com/2005-leglise-clinet","$495.00","100","VM","The 2005 La Mission Haut-Brion is pure perfection. It has an absolutely extraordinary nose of sweet blackberries, cassis and spring flowers with some underlying minerality, a full-bodied mouthfeel, gorgeously velvety tannins (which is unusual in this"
"2005 La Mission Haut Brion","https://www.sokolin.com/2005-la-mission-haut-brion","$799.00","100","WS","The nose on this wine is classic. Floral notes of lilacs and violets, citrus fruits, raspberries, and blackberries. On the palate this is full bodied, with incredible power and density. A very impressive silky texture underneath the intense fruit fla"
"2005 Lafleur","https://www.sokolin.com/2005-lafleur","$2,885.00","94","WS","With an unbelievable nose of licorice, tapenade, black cherry and blackcurrant liqueur, as well as full body, super-sweet tannin, and astonishing richness and length, this prodigious effort in 2005 announced the resurrection of this great terroir on"
"2005 Larcis Ducasse","https://www.sokolin.com/2005-larcis-ducasse","$330.00","100","JD","The 2005 Latour was mind-blowingly profound in two recent tastings for this report. Deep and sensual to the core, the 2005 is utterly captivating. All the elements are so seamlessly put together. Graphite, crème de cassis, licorice, dark spice and la"
"2005 Latour","https://www.sokolin.com/2005-latour","$1,049.00","100","RP","A stunningly complex and complete nose of flowers, dark fruits, and minerals. Very perfumed and subtle at the same time. The palate is full, yet tight and powerful with perfect tannins and a long, long finish. The quality of the tannins is phenomenal"
"2005 Leoville Las Cases","https://www.sokolin.com/2005-leoville-las-cases","$490.00","100","VM","(Louis Roederer Cristal Brut) The 2005 Cristal is a legend in the making, but this wine is still very young and closed and some extended bottle age will be necessary to really allow all of the multi-faceted elements here to blossom and come to the fo"
"2005 Louis Roederer Cristal","https://www.sokolin.com/2005-louis-roederer-cristal","$400.00","96","WS","This is pure pleasure, with tiny pulses of electricity, brushed leather, sulphur, loam, truffle, blackberry, black cherry, with touches of silky tannins, smoked caramel and black chocolate. A wine that makes you smile, so much depth and power, barely"
"2005 Mouton Rothschild","https://www.sokolin.com/2005-mouton-rothschild","$1,625.00","100","RP","This is monumental. Just a baby with a fresh and intense mouthfeel and density. Full-bodied, velvety and layered. Decadent and rich. A folly of a wine. Drink or hold.James Suckling | 100 JSEven more flamboyant and sexy than the 2000, the 2005 Pavie h"
"2005 Pavie","https://www.sokolin.com/2005-pavie","$520.00","100","AG","The 2005 Petrus is dazzling. Rich, ample and explosive, the 2005 possesses magnificent density from start to finish. An exotic mélange of cedar, blood orange, spicebox, mint and dried flowers leads into a core of deep, concentrated fruit. All the ele"
"2005 Petrus","https://www.sokolin.com/2005-petrus","$6,745.00","97","WS","This is a Masseto that is its own now with balance and harmony. It shows delicate chocolate and berry character with hints of hazelnut. Medium to full body. Long silky finish. Drink now.James Suckling | 96 JSTasted next to the 2002, the 2005 Masseto"
"2005 Tenuta dell'Ornellaia Masseto","https://www.sokolin.com/2005-tenuta-dellornellaia-masseto","$2,659.00","100","JS","The 2005 Troplong Mondot is a blend of 90% Merlot and the rest Cabernet Franc. It was emotional tasting this wine, thinking of the late Christine Valette, who made this compelling wine while battling with considerable courage against an insidious dis"
